Nama_Daerah,HLS,PPM,IPM,AHHL,AHHP,kategori
Region_1327,14.08,5.86,55.08,76.18,64.9,Perlu Pembangunan
Region_1328,17.19,24.48,50.77,75.32,55.72,Perlu Pembangunan
Region_1329,5.33,9.71,53.03,76.2,79.32,Perlu Pembangunan
Region_1330,7.33,31.61,46.49,75.91,61.34,Perlu Pembangunan
Region_1331,6.13,3.52,44.11,77.3,67.53,Perlu Pembangunan
Region_1334,13.15,4.11,49.81,62.29,59.49,Perlu Pembangunan
Region_1338,13.56,25.71,57.19,53.62,55.8,Perlu Pembangunan
Region_1339,16.22,38.01,52.26,58.81,72.2,Perlu Pembangunan
Region_1340,6.12,20.1,50.56,78.07,60.58,Perlu Pembangunan
Region_1342,7.8,4.61,50.55,64.73,76.02,Perlu Pembangunan
Region_1346,14.79,37.58,48.43,74.25,74.75,Perlu Pembangunan
Region_1347,11.27,3.74,48.14,77.79,54.56,Perlu Pembangunan
Region_1349,15.4,17.41,43.56,74.2,56.39,Perlu Pembangunan
Region_1350,14.21,10.42,51.37,79.85,76.38,Perlu Pembangunan
Region_1354,15.47,36.18,51.73,62.21,61.64,Perlu Pembangunan
Region_1356,10.73,32.63,42.68,57.11,74.81,Perlu Pembangunan
Region_1358,14.46,41.13,43.69,76.63,60.81,Perlu Pembangunan
Region_1360,18.11,22.61,37.45,53.21,68.1,Perlu Pembangunan
Region_1361,4.73,32.99,35.72,67.93,62.44,Perlu Pembangunan
Region_1362,5.62,6.3,45.45,65.16,63.02,Perlu Pembangunan
Region_1364,12.08,38.81,54.36,57.0,77.6,Perlu Pembangunan
Region_1365,11.66,5.11,46.81,76.27,54.12,Perlu Pembangunan
Region_1367,9.53,33.57,51.43,59.92,53.28,Perlu Pembangunan
Region_1370,17.63,21.72,53.72,78.6,60.76,Perlu Pembangunan
Region_1376,12.89,2.28,38.96,58.94,64.92,Perlu Pembangunan
Region_1379,11.28,37.05,34.54,62.6,54.74,Perlu Pembangunan
Region_1384,4.33,2.2,51.24,62.69,75.87,Perlu Pembangunan
Region_1388,8.64,24.33,55.86,68.16,70.42,Perlu Pembangunan
Region_1391,5.11,2.57,45.22,66.6,77.2,Perlu Pembangunan
Region_1393,8.14,40.6,35.31,75.16,76.71,Perlu Pembangunan
Region_1394,14.49,15.43,57.11,56.3,58.18,Perlu Pembangunan
Region_1398,6.94,44.41,54.03,57.58,67.08,Perlu Pembangunan
Region_1403,9.88,20.78,50.02,72.22,61.6,Perlu Pembangunan
Region_1404,12.94,14.84,53.25,79.76,62.16,Perlu Pembangunan
Region_1405,5.53,38.68,37.1,61.29,62.52,Perlu Pembangunan
Region_1412,7.61,33.37,43.91,76.05,59.61,Perlu Pembangunan
Region_1413,18.21,24.88,46.16,55.71,71.94,Perlu Pembangunan
Region_1414,6.77,2.07,58.28,73.54,76.61,Perlu Pembangunan
Region_1415,4.83,41.27,57.43,78.78,55.72,Perlu Pembangunan
Region_1416,15.07,39.49,42.28,54.37,54.75,Perlu Pembangunan
Region_1417,11.51,18.85,56.93,63.47,73.51,Perlu Pembangunan
Region_1418,17.55,8.79,48.5,64.88,69.0,Perlu Pembangunan
Region_1420,19.78,30.47,55.23,59.69,75.39,Perlu Pembangunan
Region_1423,9.02,5.73,47.79,72.9,78.78,Perlu Pembangunan
Region_1424,17.18,6.97,54.15,55.58,78.68,Perlu Pembangunan
Region_1428,6.12,39.08,47.17,58.0,64.84,Perlu Pembangunan
Region_1429,13.46,18.87,37.65,62.49,70.52,Perlu Pembangunan
Region_1431,16.38,30.44,45.71,68.68,58.42,Perlu Pembangunan
Region_1432,11.92,27.47,45.62,75.53,59.12,Perlu Pembangunan
Region_1438,10.54,36.02,50.79,70.0,54.45,Perlu Pembangunan
Region_1439,7.04,14.38,53.49,76.88,58.42,Perlu Pembangunan
Region_1440,15.48,44.3,37.0,64.99,64.29,Perlu Pembangunan
Region_1445,12.14,9.09,39.32,63.42,73.38,Perlu Pembangunan
Region_1446,8.44,17.29,55.94,70.93,67.7,Perlu Pembangunan
Region_1447,13.97,34.27,54.13,64.45,76.49,Perlu Pembangunan
Region_1448,10.84,14.39,58.29,67.6,60.09,Perlu Pembangunan
Region_1449,6.58,26.35,42.45,69.16,69.05,Perlu Pembangunan
Region_1451,8.49,44.14,58.98,63.02,56.72,Perlu Pembangunan
Region_1452,17.07,3.71,40.68,55.89,62.08,Perlu Pembangunan
Region_1458,16.9,41.9,58.84,69.19,53.97,Perlu Pembangunan
Region_1464,17.21,15.9,56.42,58.59,54.13,Perlu Pembangunan
Region_1465,13.82,41.35,55.72,61.08,68.74,Perlu Pembangunan
Region_1467,14.92,21.17,45.07,61.26,71.58,Perlu Pembangunan
Region_1471,6.2,41.55,57.65,73.81,79.92,Perlu Pembangunan
Region_1477,15.5,16.15,48.31,77.09,68.05,Perlu Pembangunan
Region_1478,16.4,24.66,43.97,66.66,66.42,Perlu Pembangunan
Region_1479,17.72,8.56,44.02,77.73,61.72,Perlu Pembangunan
Region_1484,10.23,44.38,48.68,56.4,56.85,Perlu Pembangunan
Region_1485,7.71,38.57,46.27,71.83,68.72,Perlu Pembangunan
Region_1486,10.51,44.66,42.59,78.41,72.18,Perlu Pembangunan
Region_1489,16.34,17.68,53.1,76.49,61.37,Perlu Pembangunan
Region_1491,5.28,9.64,44.06,62.24,65.08,Perlu Pembangunan
Region_1492,11.98,42.88,59.4,53.82,73.82,Perlu Pembangunan
Region_1494,9.12,10.39,35.42,74.7,75.12,Perlu Pembangunan
Region_1495,17.87,44.39,56.29,54.89,64.74,Perlu Pembangunan
Region_1496,7.82,24.63,51.93,61.09,72.9,Perlu Pembangunan
Region_1497,6.21,43.77,45.55,78.18,57.81,Perlu Pembangunan
Region_1499,6.75,15.86,45.54,54.44,59.63,Perlu Pembangunan
Region_1500,14.9,15.75,56.38,67.97,71.15,Perlu Pembangunan
Region_1503,5.91,28.73,43.74,64.17,67.72,Perlu Pembangunan
Region_1505,7.5,16.9,58.66,54.68,57.69,Perlu Pembangunan
Region_1509,15.42,4.86,59.11,71.12,74.07,Perlu Pembangunan
Region_1510,19.86,28.97,36.69,53.23,56.29,Perlu Pembangunan
Region_1515,6.06,20.39,45.24,60.65,60.98,Perlu Pembangunan
Region_1516,7.99,19.84,58.52,56.57,78.04,Perlu Pembangunan
Region_1518,8.22,29.84,37.91,79.26,65.23,Perlu Pembangunan
Region_1519,10.97,25.26,43.72,76.68,66.79,Perlu Pembangunan
Region_1520,13.86,4.76,59.56,65.94,56.83,Perlu Pembangunan
Region_1523,9.12,7.98,53.18,56.33,69.87,Perlu Pembangunan
Region_1527,13.65,39.07,48.79,62.11,64.1,Perlu Pembangunan
Region_1528,12.21,42.31,47.17,73.34,66.85,Perlu Pembangunan
Region_1529,7.26,14.21,54.6,53.04,70.52,Perlu Pembangunan
Region_1531,9.65,11.8,44.06,57.58,60.57,Perlu Pembangunan
Region_1535,15.23,38.64,43.75,74.86,55.82,Perlu Pembangunan
Region_1536,6.66,25.97,44.4,79.42,75.98,Perlu Pembangunan
Region_1538,4.21,33.69,57.53,54.29,63.37,Perlu Pembangunan
Region_1539,7.54,44.75,35.42,68.05,65.52,Perlu Pembangunan
Region_1541,13.04,19.09,35.51,63.94,75.19,Perlu Pembangunan
Region_1543,8.41,22.1,51.3,71.24,66.8,Perlu Pembangunan
Region_1544,14.28,39.12,44.16,61.75,62.72,Perlu Pembangunan
Region_1549,15.36,44.62,47.18,57.02,55.88,Perlu Pembangunan
Region_1550,12.08,20.94,45.32,63.01,53.01,Perlu Pembangunan
Region_1553,6.37,25.15,48.03,74.35,70.57,Perlu Pembangunan
Region_1554,13.56,8.65,38.05,58.06,63.0,Perlu Pembangunan
Region_1556,5.46,28.19,39.23,60.55,77.45,Perlu Pembangunan
Region_1557,11.84,37.32,37.23,55.36,66.87,Perlu Pembangunan
Region_1561,14.17,43.57,42.28,66.57,72.67,Perlu Pembangunan
Region_1563,11.99,32.37,41.2,61.92,59.36,Perlu Pembangunan
Region_1564,10.04,37.68,42.96,58.27,77.49,Perlu Pembangunan
Region_1568,17.37,10.04,38.08,69.2,72.08,Perlu Pembangunan
Region_1575,5.27,29.96,38.29,59.86,54.15,Perlu Pembangunan
Region_1577,4.3,28.26,34.62,61.46,53.63,Perlu Pembangunan
Region_1579,11.33,23.48,42.63,71.53,63.93,Perlu Pembangunan
Region_1580,16.24,14.96,37.87,55.16,74.91,Perlu Pembangunan
Region_1581,6.97,23.13,58.32,70.65,73.84,Perlu Pembangunan
Region_1583,18.92,16.59,41.36,55.62,56.15,Perlu Pembangunan
Region_1584,16.67,6.83,50.39,70.07,66.37,Perlu Pembangunan
Region_1586,17.22,42.8,58.57,69.07,76.93,Perlu Pembangunan
Region_1589,17.35,37.64,36.24,78.59,59.99,Perlu Pembangunan
Region_1590,15.85,27.09,50.67,79.94,69.98,Perlu Pembangunan
Region_1591,18.86,4.89,56.33,79.82,79.47,Perlu Pembangunan
Region_1592,9.71,34.14,57.45,66.61,59.37,Perlu Pembangunan
Region_1593,15.69,9.99,57.14,77.94,72.15,Perlu Pembangunan
Region_1596,13.36,28.19,56.09,78.5,71.35,Perlu Pembangunan
Region_1601,12.4,38.6,39.81,65.0,71.13,Perlu Pembangunan
Region_1603,8.2,13.41,47.4,71.97,78.76,Perlu Pembangunan
Region_1605,12.32,36.35,43.39,73.49,66.97,Perlu Pembangunan
Region_1606,11.39,13.0,34.54,76.13,59.79,Perlu Pembangunan
Region_1610,17.58,30.25,42.04,72.95,64.36,Perlu Pembangunan
Region_1611,8.37,17.38,43.43,72.2,59.56,Perlu Pembangunan
Region_1614,15.65,34.22,38.4,74.76,76.33,Perlu Pembangunan
Region_1616,7.78,33.16,50.18,74.23,63.81,Perlu Pembangunan
Region_1618,9.84,42.51,51.1,55.04,55.95,Perlu Pembangunan
Region_1624,9.96,14.73,35.9,71.84,72.91,Perlu Pembangunan
Region_1626,6.0,37.91,53.11,58.66,78.04,Perlu Pembangunan
Region_1627,14.26,30.97,47.24,58.46,61.1,Perlu Pembangunan
Region_1629,8.25,42.62,37.22,77.36,70.52,Perlu Pembangunan
Region_1631,19.91,2.76,34.11,71.22,62.37,Perlu Pembangunan
Region_1632,17.58,13.81,50.38,78.55,75.23,Perlu Pembangunan
Region_1634,16.7,3.29,55.97,77.05,69.11,Perlu Pembangunan
Region_1637,4.92,42.48,51.24,65.3,79.7,Perlu Pembangunan
Region_1638,9.48,32.78,51.44,69.38,62.97,Perlu Pembangunan
Region_1639,18.69,41.77,36.64,56.17,54.09,Perlu Pembangunan
Region_1643,18.8,31.72,49.39,56.96,73.31,Perlu Pembangunan
Region_1645,4.45,30.69,47.61,71.58,66.69,Perlu Pembangunan
Region_1647,19.99,37.54,51.88,63.75,72.86,Perlu Pembangunan
Region_1650,4.94,37.11,36.42,60.35,74.18,Perlu Pembangunan
Region_1651,17.92,8.19,56.86,59.88,61.32,Perlu Pembangunan
Region_1652,10.74,13.29,48.47,64.7,74.21,Perlu Pembangunan
Region_1653,8.09,35.19,58.97,78.29,63.3,Perlu Pembangunan
Region_1656,19.14,33.01,35.93,74.5,54.28,Perlu Pembangunan
Region_1657,18.07,44.63,51.28,59.72,78.93,Perlu Pembangunan
Region_1660,13.52,43.24,46.62,57.83,78.91,Perlu Pembangunan
Region_1663,14.8,9.45,47.95,55.6,75.05,Perlu Pembangunan
Region_1666,8.0,25.05,41.08,56.52,61.11,Perlu Pembangunan
Region_1668,12.46,28.39,42.61,71.4,71.0,Perlu Pembangunan
Region_1669,16.06,7.1,36.53,56.41,53.01,Perlu Pembangunan
Region_1670,13.44,23.6,38.84,66.43,78.73,Perlu Pembangunan
Region_1671,10.93,41.56,45.88,56.06,76.04,Perlu Pembangunan
Region_1673,12.31,30.88,54.25,54.82,76.26,Perlu Pembangunan
Region_1675,11.07,18.89,58.18,71.45,58.76,Perlu Pembangunan
Region_1680,15.2,37.85,36.03,58.84,61.13,Perlu Pembangunan
Region_1684,14.53,20.82,56.14,59.73,74.37,Perlu Pembangunan
Region_1685,11.44,21.89,49.83,62.55,76.47,Perlu Pembangunan
Region_1686,11.5,37.7,58.98,72.71,69.81,Perlu Pembangunan
Region_1688,15.98,20.04,35.68,68.86,67.74,Perlu Pembangunan
Region_1692,11.09,8.74,40.16,78.87,79.18,Perlu Pembangunan
Region_1694,7.61,31.52,36.65,77.59,67.9,Perlu Pembangunan
Region_1697,9.34,17.93,44.15,70.6,74.97,Perlu Pembangunan
Region_1701,14.63,30.81,45.2,70.87,60.46,Perlu Pembangunan
Region_1709,12.17,10.48,54.64,68.22,69.01,Perlu Pembangunan
Region_1713,15.0,4.4,37.82,58.04,64.44,Perlu Pembangunan
Region_1714,8.13,23.9,39.49,58.68,72.77,Perlu Pembangunan
Region_1715,18.14,10.92,48.11,79.94,54.16,Perlu Pembangunan
Region_1722,4.15,37.51,45.03,72.92,63.02,Perlu Pembangunan
Region_1723,11.54,4.16,44.78,77.9,54.35,Perlu Pembangunan
Region_1724,6.63,19.98,45.31,73.83,59.57,Perlu Pembangunan
Region_1726,4.56,31.4,44.51,71.54,57.4,Perlu Pembangunan
Region_1729,17.31,35.97,35.69,77.65,77.85,Perlu Pembangunan
Region_1731,7.26,26.91,50.58,71.96,54.61,Perlu Pembangunan
Region_1732,9.46,34.62,41.77,72.69,60.93,Perlu Pembangunan
Region_1737,5.74,17.48,41.29,67.67,56.11,Perlu Pembangunan
Region_1740,14.49,43.34,49.06,79.95,64.7,Perlu Pembangunan
Region_1742,15.64,17.71,58.11,59.13,56.24,Perlu Pembangunan
Region_1743,14.79,6.46,43.05,63.54,75.78,Perlu Pembangunan
Region_1745,13.33,10.27,42.36,70.32,60.0,Perlu Pembangunan
Region_1747,6.96,23.31,51.18,68.18,59.51,Perlu Pembangunan
Region_1749,17.9,10.27,50.88,56.9,78.61,Perlu Pembangunan
Region_1750,13.26,30.11,51.23,66.75,62.02,Perlu Pembangunan
Region_1751,14.27,2.08,47.03,62.75,74.77,Perlu Pembangunan
Region_1753,16.28,26.85,55.38,77.22,61.87,Perlu Pembangunan
Region_1754,10.44,27.54,46.59,53.71,62.26,Perlu Pembangunan
Region_1761,18.0,32.92,51.54,58.8,63.89,Perlu Pembangunan
Region_1765,15.64,10.61,57.07,74.85,76.66,Perlu Pembangunan
Region_1777,14.27,25.3,56.6,75.02,62.21,Perlu Pembangunan
Region_1780,4.94,38.05,37.57,67.35,69.31,Perlu Pembangunan
Region_1781,17.23,2.33,34.49,74.27,69.67,Perlu Pembangunan
Region_1786,12.76,43.62,59.95,61.1,69.94,Perlu Pembangunan
Region_1787,8.79,41.64,47.15,60.84,66.71,Perlu Pembangunan
Region_1788,14.83,38.11,49.6,76.8,58.95,Perlu Pembangunan
Region_1791,8.51,38.5,39.85,61.88,70.17,Perlu Pembangunan
Region_1794,15.43,36.84,44.62,59.97,60.35,Perlu Pembangunan
Region_1797,19.92,12.9,48.19,60.51,62.8,Perlu Pembangunan
Region_1799,4.8,43.61,45.68,75.84,67.46,Perlu Pembangunan
Region_1806,11.29,4.82,45.63,59.68,72.5,Perlu Pembangunan
Region_1809,8.17,12.26,50.95,61.29,59.73,Perlu Pembangunan
Region_1810,14.13,15.35,53.05,79.62,74.72,Perlu Pembangunan
Region_1814,6.24,12.81,47.9,79.51,77.54,Perlu Pembangunan
Region_1815,14.95,13.25,37.24,73.97,75.22,Perlu Pembangunan
Region_1816,13.87,27.88,40.35,59.59,55.31,Perlu Pembangunan
Region_1819,16.48,2.27,54.1,65.3,54.97,Perlu Pembangunan
Region_1822,7.44,7.7,55.38,77.14,70.37,Perlu Pembangunan
Region_1825,4.21,39.39,46.04,74.35,63.03,Perlu Pembangunan
Region_1826,10.53,24.1,49.01,58.85,63.87,Perlu Pembangunan
Region_1830,9.08,15.85,38.74,59.89,61.58,Perlu Pembangunan
Region_1831,4.97,38.61,37.21,54.66,53.37,Perlu Pembangunan
Region_1832,13.28,17.84,50.58,74.84,74.41,Perlu Pembangunan
Region_1834,10.85,2.38,39.17,69.62,71.02,Perlu Pembangunan
Region_1836,11.09,42.58,51.0,72.28,77.83,Perlu Pembangunan
Region_1838,15.57,2.6,59.95,77.79,79.87,Perlu Pembangunan
Region_1839,18.69,16.36,35.85,71.82,69.33,Perlu Pembangunan
Region_1843,6.1,38.08,44.26,73.33,78.93,Perlu Pembangunan
Region_1844,16.1,10.67,49.79,66.55,63.87,Perlu Pembangunan
Region_1846,12.52,23.75,47.58,66.6,69.61,Perlu Pembangunan
Region_1847,12.01,36.21,57.49,60.15,53.79,Perlu Pembangunan
Region_1853,8.81,42.42,36.11,54.22,68.35,Perlu Pembangunan
Region_1854,5.38,42.41,40.99,73.41,70.62,Perlu Pembangunan
Region_1856,19.83,34.53,49.28,66.7,76.9,Perlu Pembangunan
Region_1860,15.99,8.34,55.69,56.81,72.72,Perlu Pembangunan
Region_1861,12.64,32.02,43.43,74.26,53.36,Perlu Pembangunan
Region_1865,12.01,14.87,43.92,78.5,65.5,Perlu Pembangunan
Region_1869,4.27,31.59,47.94,61.56,68.0,Perlu Pembangunan
Region_1871,13.83,8.49,39.09,62.73,63.45,Perlu Pembangunan
Region_1873,4.28,5.83,53.55,76.72,74.85,Perlu Pembangunan
Region_1875,17.0,11.6,53.99,54.89,75.81,Perlu Pembangunan
Region_1876,17.05,31.58,58.59,58.71,61.49,Perlu Pembangunan
Region_1878,18.43,3.98,41.85,65.68,70.02,Perlu Pembangunan
Region_1881,9.2,18.22,36.24,62.12,71.62,Perlu Pembangunan
Region_1883,4.85,38.18,54.4,70.53,73.16,Perlu Pembangunan
Region_1884,7.25,38.07,40.35,71.83,58.25,Perlu Pembangunan
Region_1886,7.0,7.0,55.61,74.65,56.82,Perlu Pembangunan
Region_1888,8.69,35.96,36.67,63.18,75.27,Perlu Pembangunan
Region_1889,19.13,41.74,54.51,55.15,60.04,Perlu Pembangunan
Region_1890,15.7,19.39,40.65,64.96,59.43,Perlu Pembangunan
Region_1891,13.34,6.08,43.79,67.34,60.51,Perlu Pembangunan
Region_1893,13.68,18.82,58.54,60.1,78.55,Perlu Pembangunan
Region_1894,13.74,20.55,42.27,58.25,69.35,Perlu Pembangunan
Region_1895,13.69,31.85,58.5,61.51,54.65,Perlu Pembangunan
Region_1897,12.92,16.72,47.44,75.86,57.87,Perlu Pembangunan
Region_1900,12.99,9.98,42.42,78.43,53.17,Perlu Pembangunan
Region_1904,10.49,11.36,39.43,77.95,56.2,Perlu Pembangunan
Region_1908,15.29,29.03,47.73,65.85,69.56,Perlu Pembangunan
Region_1910,12.28,14.75,56.76,58.95,69.45,Perlu Pembangunan
Region_1916,6.1,6.73,49.81,75.73,67.68,Perlu Pembangunan
Region_1919,19.1,32.39,42.42,73.53,67.76,Perlu Pembangunan
Region_1920,12.23,30.19,38.48,69.12,73.78,Perlu Pembangunan
Region_1922,7.14,4.36,40.92,68.2,65.0,Perlu Pembangunan
Region_1923,18.79,37.79,51.19,71.51,72.73,Perlu Pembangunan
Region_1926,13.61,38.68,34.11,75.46,65.07,Perlu Pembangunan
Region_1928,16.19,21.96,42.74,61.42,53.66,Perlu Pembangunan
Region_1929,17.41,9.78,47.35,68.66,53.27,Perlu Pembangunan
Region_1932,7.6,5.24,50.12,65.67,57.82,Perlu Pembangunan
Region_1934,13.86,27.54,44.46,66.84,74.86,Perlu Pembangunan
Region_1935,9.96,5.71,40.97,68.61,72.06,Perlu Pembangunan
Region_1936,5.74,21.62,39.49,69.32,73.68,Perlu Pembangunan
Region_1938,7.89,28.68,39.84,78.79,79.97,Perlu Pembangunan
Region_1939,11.5,33.66,49.09,70.56,64.4,Perlu Pembangunan
Region_1942,15.5,13.46,54.12,73.52,63.94,Perlu Pembangunan
Region_1943,15.64,37.88,39.29,68.31,62.16,Perlu Pembangunan
Region_1947,14.51,5.07,34.21,60.6,74.62,Perlu Pembangunan
Region_1949,5.52,25.57,39.93,58.68,55.23,Perlu Pembangunan
Region_1950,14.08,26.49,49.68,69.21,56.89,Perlu Pembangunan
Region_1951,19.14,11.53,40.11,79.83,64.09,Perlu Pembangunan
Region_1953,19.42,20.37,40.07,57.73,75.66,Perlu Pembangunan
Region_1954,9.19,43.36,50.37,73.49,61.86,Perlu Pembangunan
Region_1955,14.98,8.32,38.46,58.04,60.59,Perlu Pembangunan
Region_1956,4.99,20.06,47.95,63.71,61.45,Perlu Pembangunan
Region_1959,12.93,14.01,43.41,73.94,71.88,Perlu Pembangunan
Region_1960,7.37,41.87,36.1,77.53,57.73,Perlu Pembangunan
Region_1964,10.82,26.95,57.09,63.39,53.33,Perlu Pembangunan
Region_1966,5.92,10.26,47.01,62.33,74.55,Perlu Pembangunan
Region_1967,17.52,12.32,46.65,73.05,74.18,Perlu Pembangunan
Region_1968,15.91,10.79,59.81,65.98,68.58,Perlu Pembangunan
Region_1970,6.79,29.14,54.99,66.48,67.45,Perlu Pembangunan
Region_1971,12.78,39.48,39.24,75.68,58.05,Perlu Pembangunan
Region_1974,18.28,3.79,43.27,76.19,73.48,Perlu Pembangunan
Region_1976,5.35,5.01,48.32,61.74,79.89,Perlu Pembangunan
Region_1978,5.07,5.49,41.49,56.09,63.08,Perlu Pembangunan
Region_1983,10.89,12.88,34.32,71.12,55.61,Perlu Pembangunan
Region_1984,17.41,24.83,51.06,69.59,69.23,Perlu Pembangunan
Region_1986,6.55,40.77,58.4,53.05,69.87,Perlu Pembangunan
Region_1989,9.36,30.24,53.85,74.0,71.32,Perlu Pembangunan
Region_1992,13.66,14.2,35.38,79.0,59.87,Perlu Pembangunan
Region_1993,13.48,34.92,50.35,61.02,67.49,Perlu Pembangunan
Region_1995,9.27,37.37,36.31,79.9,70.38,Perlu Pembangunan
Region_1999,16.63,29.15,56.7,77.78,64.34,Perlu Pembangunan
Region_2000,10.34,9.1,48.75,74.3,63.16,Perlu Pembangunan
Region_2002,4.07,13.52,43.83,53.64,59.84,Perlu Pembangunan
Region_2003,4.62,30.98,48.28,60.86,56.21,Perlu Pembangunan
Region_2008,11.52,38.38,53.69,59.58,73.96,Perlu Pembangunan
Region_2013,18.55,9.25,44.65,73.17,64.42,Perlu Pembangunan
Region_2016,17.61,28.97,45.11,67.29,68.17,Perlu Pembangunan
Region_2017,15.33,32.64,52.08,61.93,68.58,Perlu Pembangunan
Region_2018,17.53,22.29,40.09,60.77,72.15,Perlu Pembangunan
Region_2019,9.93,33.21,50.64,54.43,68.13,Perlu Pembangunan
Region_2020,4.6,11.88,56.64,60.36,72.9,Perlu Pembangunan
Region_2023,15.1,31.94,56.68,63.67,53.97,Perlu Pembangunan
Region_2025,11.02,6.1,36.42,79.83,56.19,Perlu Pembangunan
Region_2027,12.65,15.0,40.46,53.04,53.11,Perlu Pembangunan
Region_2030,6.77,34.03,50.51,60.55,76.79,Perlu Pembangunan
Region_2031,11.5,8.14,38.06,53.39,65.06,Perlu Pembangunan
Region_2033,15.67,3.75,55.14,57.62,77.07,Perlu Pembangunan
Region_2034,9.78,33.45,50.16,68.83,62.49,Perlu Pembangunan
Region_2035,8.23,16.46,51.22,54.88,54.34,Perlu Pembangunan
Region_2036,13.12,25.16,58.68,76.49,58.31,Perlu Pembangunan
Region_2037,5.55,38.64,51.67,67.78,75.46,Perlu Pembangunan
Region_2040,18.58,39.5,47.54,79.89,66.9,Perlu Pembangunan
Region_2041,8.23,17.34,52.11,70.37,58.99,Perlu Pembangunan
Region_2042,15.04,7.56,49.46,56.63,58.06,Perlu Pembangunan
Region_2044,6.96,41.98,36.99,67.8,54.58,Perlu Pembangunan
Sabu Raijua,13.18,28.37,58.89,59.26,62.95,Perlu Pembangunan
Tambrauw,12.36,31.23,55.55,59.34,63.3,Perlu Pembangunan
Pegunungan Arfak,11.79,32.29,57.82,65.77,69.74,Perlu Pembangunan
Paniai,10.53,35.39,57.91,65.3,69.25,Perlu Pembangunan
Puncak Jaya,7.51,35.6,50.81,64.01,67.89,Perlu Pembangunan
Asmat,9.7,24.36,53.19,57.44,61.3,Perlu Pembangunan
Yahukimo,8.04,36.08,51.19,64.51,68.42,Perlu Pembangunan
Pegunungan Bintang,6.78,29.79,48.18,63.11,66.96,Perlu Pembangunan
Tolikara,9.02,31.57,51.48,64.42,68.33,Perlu Pembangunan
Mamberamo Raya,11.83,29.63,54.08,56.81,60.37,Perlu Pembangunan
Nduga,4.33,37.09,35.19,54.08,57.45,Perlu Pembangunan
Lanny Jaya,9.27,36.94,50.56,64.6,68.51,Perlu Pembangunan
Mamberamo Tengah,9.62,35.42,50.22,62.28,66.9,Perlu Pembangunan
Yalimo,9.66,30.97,50.87,64.05,67.94,Perlu Pembangunan
Puncak,5.59,36.44,44.59,64.57,68.4,Perlu Pembangunan
Dogiyai,10.62,29.2,56.7,64.48,68.39,Perlu Pembangunan
Intan Jaya,7.69,40.01,50.19,64.22,68.11,Perlu Pembangunan
Deiyai,9.85,38.66,51.18,64.04,67.92,Perlu Pembangunan
Region_548,11.66,3.26,55.52,68.46,74.62,Perlu Pembangunan
Region_551,18.29,39.47,40.08,63.39,59.33,Perlu Pembangunan
Region_552,16.21,25.57,50.21,71.35,67.66,Perlu Pembangunan
Region_555,17.85,24.17,37.96,55.93,76.2,Perlu Pembangunan
Region_556,14.18,34.71,38.58,69.86,68.23,Perlu Pembangunan
Region_558,14.39,33.06,45.15,73.65,76.4,Perlu Pembangunan
Region_560,17.88,22.01,53.41,54.53,55.77,Perlu Pembangunan
Region_562,10.01,17.3,46.98,54.37,67.71,Perlu Pembangunan
Region_565,16.99,7.75,50.21,53.41,75.73,Perlu Pembangunan
Region_567,4.4,23.53,40.37,66.33,69.38,Perlu Pembangunan
Region_568,19.43,12.53,46.59,54.35,62.84,Perlu Pembangunan
Region_578,8.52,28.66,51.22,53.92,76.59,Perlu Pembangunan
Region_579,6.61,33.15,54.61,56.39,56.11,Perlu Pembangunan
Region_585,17.12,30.08,56.53,68.19,72.45,Perlu Pembangunan
Region_587,16.44,3.79,56.59,56.54,57.47,Perlu Pembangunan
Region_588,19.23,9.4,51.21,69.5,72.39,Perlu Pembangunan
Region_590,13.55,31.81,42.77,75.4,65.34,Perlu Pembangunan
Region_591,12.45,11.98,50.98,79.49,60.79,Perlu Pembangunan
Region_592,16.3,29.41,45.57,70.59,62.24,Perlu Pembangunan
Region_596,18.85,8.5,56.48,64.83,64.92,Perlu Pembangunan
Region_598,6.26,11.61,44.94,53.76,53.91,Perlu Pembangunan
Region_599,16.26,36.64,53.66,60.36,63.7,Perlu Pembangunan
Region_600,19.81,15.81,49.06,60.39,77.32,Perlu Pembangunan
Region_601,15.38,34.19,56.77,57.1,64.56,Perlu Pembangunan
Region_603,13.67,11.11,35.6,53.09,66.17,Perlu Pembangunan
Region_605,16.26,9.07,44.95,63.13,75.85,Perlu Pembangunan
Region_606,12.56,41.59,53.71,71.45,66.66,Perlu Pembangunan
Region_608,12.98,19.92,42.75,60.0,53.23,Perlu Pembangunan
Region_609,5.36,40.5,53.88,59.64,53.97,Perlu Pembangunan
Region_612,17.06,33.92,56.59,74.49,74.25,Perlu Pembangunan
Region_613,5.06,11.23,46.61,77.65,75.35,Perlu Pembangunan
Region_615,5.88,9.61,54.29,73.33,69.43,Perlu Pembangunan
Region_620,8.15,9.96,43.33,73.58,72.67,Perlu Pembangunan
Region_629,13.8,4.53,53.05,59.09,57.48,Perlu Pembangunan
Region_631,14.58,15.95,51.04,77.86,61.77,Perlu Pembangunan
Region_633,8.04,5.61,55.74,70.28,63.6,Perlu Pembangunan
Region_636,18.13,31.4,59.8,66.13,65.15,Perlu Pembangunan
